text,label,responseLabel_media
"Kdp also stated that in addition to converting its k-cup pods, it has also intensified its efforts to ensure that recycling facilities across the u.s. have the capability to recycle polypropylene. the company is a founding member of the polypropylene recycling coalition, and the coalition’s largest funder, a collaborative of 18 organizations, dedicated to increasing the quantity and quality of polypropylene recycling in the u.s. the coalition announced today the recipients of its first four grants, including materials recovery facilities in new jersey, new york, pennsylvania and ohio, aimed at improving and increasing sortation of polypropylene and supporting targeted consumer education efforts to increase collection of the material.",Opportunity,positive
Oxender said: ”designing recyclable coffee pods is just one important step in our journey to make the keurig brewing system more sustainable. our work continues to minimize our overall plastic footprint while we play a leadership role in cross-industry collaborations for critical recycling infrastructure improvements across the united states and canada in support of a circular economy.”,Opportunity,positive
"According to terms of the agreement, engie will retain partial ownership in the portfolio, and provide development, construction, operational, asset management, and administrative services, while hannon armstrong will provide capital to engie through a unique structure that will bring efficiency to a forward flow of projects, leveraging tax equity financing through an upper-tier arrangement with morgan stanley.",Opportunity,positive
"While it may be an exciting sector of any economy, smes also have their fair share of challenges. scarcity of resources, lack of dedicated expertise and availability of data are those most often mentioned.",Risk,negative
"The esm was established in 2012 by euro area member states, in the wake of the financial crisis, as an international financial institution designed to help euro area countries experiencing or threatened by severe financing problems. the goal of the esm is to safeguard the financial stability of the euro area and member states. social bonds are a type of debt instrument whose proceeds are intended for projects that generate positive social outcomes, or to finance investments supporting the social needs of particular groups.",Opportunity,positive
"The use of proceeds anticipated from the funding instruments include, healthcare, cure, and prevention costs directly related to the covid-19 pandemic, as well as other costs such as spending on hospitals, cure and rehabilitative care, ambulatory cure and rehabilitative care, diagnostics, pharmaceuticals, preventive care, health administrations, and health-related long-term care.",Opportunity,positive
"According to the coalition, it has finalised the first two of a series of “golden design rules” for the design of plastic packaging. the rules aim to accelerate progress towards using less and better plastic, including reducing the complexity of the recycling process for different types of materials, in order to increase recycling rates. the new rules focus on increasing the value of pet bottle recycling and removing problematic elements from packaging, such as carbon black, pvc (polyvinyl chloride) and eps (expanded polystyrene), which complicate the recycling process. members of the coalition have committed to adopting these rules wherever possible by 2025.",Opportunity,positive
"Loop enables consumers to shop for products in durable packaging that is used, cleaned, refilled and used again, and then fully recyclable after 20 to 100 uses. terracycle stated that loop enables brands to develop more valuable and distinctive products and packaging and provides consumers with more beautiful, functional and “milk-man model” deposit/return packaging. since its founding in 2019 by terracycle, loop has enlisted over 100 brands globally, and currently offers over 400 products. loop is available in the us, uk and france, and expects to be operating in canada, japan and australia by the end of 2021.",Opportunity,positive
"Tom szaky, terracycle ceo, said: “given loop’s global momentum and the limited amount of capital being raised, it was important for us to pick partners who firmly believe in loop’s mission to establish modern-day reuse systems. with this community of partners, loop is the beginning of the end of disposability, making reuse a viable and accessible option for cpgs, retailers and consumers.”",Opportunity,positive
"Antonia wanner, head of environmental, social and governance (esg) strategy and deployment unit at nestlé, said: “reusability involves profound changes in the way people shop and consume. in collaboration with loop, we have been introducing reusable option to our consumers for different types of products including ice cream, water and pet care. this new investment in loop will help accelerate the delivery of products in zero-waste packaging. reusable option is an important part of nestlé’s broader set of actions to meet our commitment of making 100% of our packaging recyclable or reusable by 2025.”",Opportunity,positive
"Jean-marc boursier, suez group coo, said: “as a long-term partner of terracycle, suez is delighted to support loop initiative for reducing packaging waste and working for a more circular economy. suez is an innovative and resilient solutions provider in waste recovery. loop is an expression of our strong commitment to implement our zero residual waste ambition.”",Opportunity,positive
"Stephan b. tanda, aptar president and ceo, said: “our partnership with loop represents our vision, and our customers’ vision, for a more circular economy where packaging does not become waste. participating in loop is one way aptar can help lead the essential and overdue packaging transition from disposable to reusable.”",Opportunity,positive
"Sustainability related reporting and disclosure initiatives like tcfd and sasb have emerged to remedy this data gap, and several major investors have been encouraging companies to adopt these frameworks and standards.",Opportunity,positive
"The tcfd was established by the financial stability board in 2015, with the goal of developing consistent disclosure standards for companies, in order to enable investors and other stakeholders to assess the companies’ climate-related financial risk. the recommendations were published in june 2017, with guidance for disclosures covering governance around climate-related risks and opportunities, the actual and potential impacts of these risks and opportunities on the company’s businesses, strategy, and financial planning, the processes used to identify, assess, and manage climate-related risks, and the metrics and targets used to assess and manage these risks and opportunities.",Opportunity,positive
"The sasb foundation is a non-profit organization, established with the mission to establish industry-specific esg disclosure standards for companies.  sasb has developed a set of 77 industry-specific standards, designed to enable investors to assess the materiality of reported sustainability information, and to compare companies on these metrics on a global basis. sasb recently announced a planned merger with the international integrated reporting council (iirc) to form the value reporting foundation, aiming to provide investors and companies with a comprehensive corporate reporting framework across the full range of enterprise value drivers and standards to drive global sustainability performance.",Opportunity,positive
"Mercedes-benz’s sustainable supply chain efforts include working with suppliers on the production of carbon neutral materials. the company is including climate neutrality into its contractual terms. mercedes-benz stated that by 2039, only production materials which are co2 neutral in all value creation stages will be allowed through the factory gates. suppliers declining to sign the company’s ‘ambition letter’ on carbon neutral supply will not be taken into account for new supply contracts.",Opportunity,positive
"Gunnar güthenke, head of procurement and supplier quality, mercedes-benz cars, said: “together with our partners, we are implementing the mercedes-benz ambition 2039. almost half of our approximately 2000 suppliers have signed an ‘ambition letter of intent’ and are committed to supplying us with only co2 neutral parts in the future. these companies account for more than half of the annual purchasing volume of mercedes-benz ag. this is an important proof point on the way to achieving our climate goals: our supplier network has also recognised the signs of the times, and is following the transformation. we place an additional focus on particularly co2-intensive components and materials such as battery cells. we are also in the process of setting up a tracking system that will enable us to see how co2 emissions are reduced over time.”",Opportunity,positive
"Glencore outlined numerous initiatives that it will pursue in order to achieve its new goals, including addressing scope 3 emissions through investments in its metals portfolio, reducing coal production and supporting deployment of low emission technologies, allocating capital to prioritise transition metals, working with customers and supply chain partners to enable greater use of low-carbon metals and to support progress towards technological solutions, and contributing to circular economy initiatives, among other steps.",Opportunity,positive
"Asi stated that as a fund-of-funds range, the portfolios are comprised of carefully chosen funds which meet the requirements of the asi myfolio sustainable investment approach, investing in a manner that seeks to account for long-term environmental and social risks and opportunities and promoting good corporate governance.  the myfolio sustainable funds will concentrate on funds in which managers are focused on companies that treat people and the planet well and on identifying those that contribute to positive and measurable solutions. additionally, fund selection will take into account managers that engage with companies to understand their governance procedures and apply pressure when required to make positive change. the funds will avoid investments in companies including manufacturers of controversial weapon, tobacco, thermal coal producers, and those that don’t meet the un standards on human rights, labour, environment and anti-corruption.",Opportunity,positive
"Long-term savings and retirement business phoenix group announced today the launch of the new new standard life sustainable multi asset esg default for pension fund clients of its standard life assurance business, and their scheme members. according to phoenix, the new passive offering will be a multi-asset, diversified solution with esg fund components for key asset classes.",Opportunity,positive
"Phoenix stated that the new solution will aim to achieve good member outcomes in retirement, while integrating three responsible investment approaches, namely screening, tilting and stewardship. it will focus on esg factors that mitigate financially material risks, while seeking to improve sustainability outcomes at a portfolio level.",Opportunity,positive
"Reid steadman, global head of esg indices at s&p dow jones indices said: “we are honored to launch the s&p/krx carbon efficient capped index with the korea exchange and support the growth of green investments in the country. our carbon efficient and esg indices are designed to reflect the transition to more sustainable and low carbon economies globally. the index’s unique characteristics help encourage more transparency in esg data and carbon footprints among korean companies.”",Opportunity,positive
"Global consumer brands company unilever announced the launch of its ‘future foods’ ambition, aimed at helping people transition towards healthier diets and reducing the environmental impact of the global food chain. as part of the new program, the company has set a new annual global sales target of €1 billion from plant-based meat and dairy alternatives, within the next five to seven years. unilever has a broad line of food and beverage brands, including lipton, ben & jerry’s and knorr.",Opportunity,positive
"Hyundai motor company and chemical company ineos announced today that the companies have signed a memorandum of understanding (mou) to explore new opportunities to accelerate the global hydrogen economy. according to the new agreement, hyundai and ineos will jointly investigate opportunities for the production and supply of hydrogen as well as the worldwide deployment of hydrogen applications and technologies. initially, the companies stated they will seek to facilitate public and private sector projects focused on the development of a hydrogen value chain in europe.",Opportunity,positive
"In terms of addressing country risk, the automaker stated that rather than excluding countries of origin viewed as high risk as sources of supply, the approach will be to improve the local situation for the people working there and to strengthen their rights. according to the company, the aim here is to encourage the local economy while at the same time ensuring that higher standards in relation to the protection of human rights are established.",Opportunity,positive
"Renata jungo brüngger, member of the board of management of daimler ag and mercedes-benz, responsible for integrity and legal affairs, said: “our aspiration is very clear: we want our products to contain only raw materials that have been mined and produced without human rights violations. this is one of the core elements of our sustainable business strategy. this way, we are putting an important element of our human rights respect system into practice and are shaping the path to electric drive systems in a sustainable way.“if there are any indications of risk, we take another, closer look at the supply chain. this involves us going beyond the direct suppliers and creating transparency, if necessary all the way back to the mine.”",Opportunity,positive
"Deputy premier john barilaro said: “the stimulus the renewable energy zones will provide to regional communities will unlock over 9000 new jobs and will be a huge boost to farmers and land owners, with $1.5 billion in lease payments expected to go to landholders hosting new infrastructure by 2042.“the roadmap will make sure that renewables are developed where regional communities want them and where they are compatible with farming.”",Opportunity,positive
"Group packaging manager at nestlé uk and ireland, alison bramfitt said: “the issue of packaging waste is one where we all have a role to play, to not only cut our use of virgin plastic, but also make sure the plastic in our packaging has a second life. we are working hard to create a circular life span for our packaging so it can have multiple lives and uses, and partnering with plastic energy is just one of the ways we are taking steps forward on this journey.“we want to increase the amount of recycled plastic we use but there are currently real challenges in the supply of recycled content for food packaging in the uk. that’s why we are excited about the potential of this partnership with plastic energy. we hope the outcome of the feasibility study will help offer more insight into the options for supporting the infrastructure in recycling capability in this country.”",Opportunity,positive
"Melanie adams, vice president and head of corporate governance and responsible investment at rbc global asset management, said: “as we analyze the trends in our year-over-year survey data, we’ve found that a growing majority of institutional investors are convinced of the merits of esg adoption in their investment approach. a new trend to follow going forward is how the covid-19 pandemic will influence investors. in this year’s data we are already seeing a greater demand for disclosure on employee health and safety and we expect that the effects of covid-19 will have implications on investor sentiment for years to come.”",Opportunity,positive
"According to the wri, in order to mitigate the worst impacts of climate change, the carbon footprint of the food we consume daily will have to decline by 38% by 2030. the organization noted that animal-based foods account for two-thirds of agriculture-related greenhouse gas emissions, making shifting diets toward less resource-intensive foods like legumes and vegetables an important priority.",Opportunity,negative
"Daniel vennard, director of sustainable diets at wri, said: “people are becoming more aware of climate change and its effects, but many still don’t know what they can do about it. cool food meals helps people understand that taking action is as simple as what we eat. a busy parent or a college student – absolutely anyone – can now go into a restaurant and by choosing a cool food meal, they are part of a growing group of people who are building a climate-friendly lifestyle.”",Opportunity,positive
"Jpmorgan’s new racial equity commitments will be focused on several areas, including promoting and expanding affordable housing and homeownership for underserved communities, growing black and latinx-owned businesses, and improving financial health and access to banking in black and latinx communities, in addition to its initiatives around its own employee base.",Opportunity,positive
"Some of the specific targets set by the bank include committing $8 billion to originate an additional 40,000 home purchase loans for black and latinx households, channeling up to $4 billion in refinancing loans to help black and latinx households achieve lower mortgage payments, and providing $14 billion to finance an additional 100,000 affordable rental units in underserved communities. jpmorgan will provide $2 billion in loans to small businesses in majority-black and -latinx communities, spend an additional $750 million with black and latinx suppliers, and will launch programs designed to help entrepreneurs access coaching, technical assistance and capital. in addition, the bank will open new branches and hire new community managers to help one million people open low-cost checking or savings accounts.",Opportunity,positive
"Brookfield asset management’s renewable power company brookfield renewable announced that it has appointed connor teskey to be its new ceo. the company also announced that mark carney has been named a vice chair of brookfield renewable, in addition to his role as vice-chair and head of esg and impact fund investing at brookfield.",Opportunity,positive
"In addition to addressing water availability, microsoft announced that its sustainability efforts will also include improving water accessibility, through partnerships with ngos to ensure more than 1.5 million people have access to clean drinking and sanitation water, with initial work focusing on brazil, india, indonesia and mexico, and later expanding to china, malaysia and south africa. other water-related initiatives the company announced include using technology to better understand where water stress is emerging and optimize water replenishment investments, investing in the global impact fund, and working with customers to better understand and improve their own water use.",Opportunity,positive
"One month after launching its energy transition strategy, energy giant bp has made its first foray into the offshore wind market, with the announcement of a new partnership with norway-based energy company equinor, including a $1.1 billion deal to acquire a 50% stake in a major project.",Opportunity,positive
"Andrew white, chairman/ceo of path and founder of sweat equity partners, said: “under the leadership of president kelan mcelduff and chief operating officer barry gordon, path has delivered a novel approach to the traditionally emissions-intensive and hazardous processes of cleaning asts and rail tank cars. we are excited to partner with ara partners, a leading industrial decarbonization private equity firm, to continue to implement our approach which meaningfully reduces both emissions and landfill waste and improves personnel safety.”",Opportunity,positive
Path president kelan mcelduff added: “path has successfully developed methodologies for cleaning asts without risking our personnel in hazardous confined space environments. controlling emissions and minimizing waste generation (and its subsequent handling) are inherent to reducing personnel safety risk associated with tank cleaning.”,Opportunity,positive
"In line with these commitments, storebrand added categories to its list of investment exclusions. the firm stated that in its fight against deforestation, it will no longer invest in companies that are involved in severe and/or systematic unsustainable production of palm oil, soy, cattle and timber. additionally, the company will no longer invest in companies that deliberately and systematically work against the goals and targets enshrined in the paris agreement, including in their lobbying efforts. some of the companies listed on the storebrand exclusion lists in the palmoil and lobbying categories include chemicals giant basf, energy companies chevron and exxon, materials firm rio tinto, and food company cargill.",Opportunity,positive
"Nicholas levidy, managing director with moody’s structured finance group, said: “cre market participants are particularly exposed to physical risks associated with climate change, which could impact both properties and the surrounding communities. in the coming decades, climate hazards could disrupt access to certain locations and operations, damaging infrastructure and, where climate events become chronic, undermining an asset’s viability. the four twenty seven scoring system provides a systematic way for us to monitor the impacts of gradually worsening extreme weather hazards.”",Opportunity,negative
"Professor viner has been appointed as head of gig’s green impact advisory team. viner is a coordinating lead author for the ipcc’s working group 2 sixth assessment report and lead author on the ipcc’s special report on climate change and land-use, with over 25 years of experience at the forefront of climate science. viner joins gig from his role as global practice leader, global head of climate science and international resilience strategist at civil engineering firm mott macdonald",Opportunity,positive
"Earlier this year, esg today reported on a group of more than 20 institutional investors and pension funds who had joined together to call on energy producers to adjust accounting assumptions and disclosures to account for the effects of the paris agreement. the investors expressed concerns that fossil-fuel linked companies’ balance sheets did not appropriately reflect the world’s long-term energy transition away from carbon-intensive sources and towards greener energy solutions, such as renewables wind and solar.",Risk,positive
"Along with the introduction of the new strategy, bp also presented a new capital allocation framework, including a dramatic reduction in the company’s quarterly dividend payment. the company announced that it will cut its dividend roughly in half to $0.0525 per quarter, and that this level will remain fixed at this level. bp also committed to return at least 60% of surplus cash to shareholders through share buybacks, once bp’s balance sheet has been deleveraged and subject to maintaining a strong investment grade credit rating. the company is targeting a net debt level of $35 billion, relative to its current level of $40.9 billion. bp also plans to hold capital expenditure to the lower end of its $14-$16 billion range until it hits its net debt target.",Risk,negative
"Food, facilities management and uniform services company aramark announced that it has appointed ashwani hanson as chief diversity & sustainability officer, and has also formed a new executive diversity council.",Opportunity,positive
"Candriam also announced that it will donate up to 10% of the sub-fund’s net annual management fees to charities and organisations providing solutions to promote the transition towards a circular economy, selecting “close the gap” as its first beneficiary. close the gap is an international social enterprise that aims to bridge the digital divide by offering high-quality, pre-owned computers donated by european and international companies to educational, medical and social projects in developing and emerging countries.",Opportunity,positive
"In a case that has raised the governance-risk antenna of esg investors everywhere, german fintech high-flyer wirecard announced today it was filing for insolvency following a $2 billion accounting scandal.",Risk,negative
"Last week’s revelations were the culmination of long-standing scrutiny into the company’s accounting practices. concerns had been raised in early 2019, after authorities in singapore raided wirecard’s offices there, alleging fabricated sales and profits.",Risk,negative
"Bayer said that the resolution that will bring closure to approximately 75% of the roughly 125,000 outstanding roundup cases. the resolved claims include 95% of those set for trial, and establish key values and parameters to guide the resolution of the remainder of the claims. bayer will make payments of $8.8 billion to $9.6 billion to resolve the current cases including an allowance for unresolved claims, and $1.25 billion to support a separate class agreement to address potential future litigation.",Opportunity,positive
"Not surprisingly, as investor demand for sustainability-themed action has grown, this has often taken the form of pressure building on influential investment managers to push for change at the company level. thus, in recent months, the market has seen investing giants like blackrock and state street publicly declare to actively embed sustainability considerations in their investment processes, including using proxy voting power to push for change, and to divest from companies that did not fit the requisite esg profile. these are not simple decisions for the asset managers, who, as investment stewards, must first and foremost take their fiduciary duties to their clients into consideration, and align their activities with these considerations.",Opportunity,positive
"Several companies have stepped up their game lately on reducing use of hazardous chemicals, such as pfas. dupont, for example, recently announced the achievement of several milestones in its pfas reduction efforts. however, significant work remains to be done.",Opportunity,positive
"Commenting on the milestones achieved towards reaching the company’s pfas commitments, alexa dembek, dupont’s chief technology & sustainability officer, said: “we’re pleased to have made this progress in delivering on our promises related to pfas chemicals as we strive to live our core values of sustainability and environmental stewardship. we look forward to sharing further updates as we continue our progress on these commitments and our broader 2030 sustainability goals.”",Opportunity,positive
"As a specialist in the engineering and construction of chemical plants, thyssenkrupp can enable entire value chains, from the large-scale production of hydrogen to the subsequent manufacture of sustainable base chemicals such as ammonia and methanol. in corresponding industrial processes this makes it possible to dispense with fossil raw materials and reduce co2 emissions directly at source.",Opportunity,positive
"“our new country risk rating methodology aims to capture the
vulnerabilities related to climate change and social unrests on companies,
which could face higher costs of financing and disrupted supply chains, and
business interruption. small island developing states, countries with a
carbonated energy mix, or countries where floods risks are high are on the
watch list for their impact on b2b trade. these exogenous shocks are often a
blind post for providers who do not think of extending their due diligence on
their clients to include these risks of non-payment. in the future, as
awareness increases, i would not be surprised that some countries exhibit lower
nonpayment risks thanks to successful adaptation policies.”",Opportunity,negative
"A global investor coalition, facilitated by global investor
network fairr and sustainability organisation ceres, is calling on six of the
world’s largest fast food companies to take faster and deeper action to manage
climate and water risks in their supply chains. the coalition represents $11.4
trillion in assets, and more than 90 investors.",Opportunity,positive
"There are many ways to digitally structure financial and esg reporting. the approach taken by companies, regulators and standard-setters around the world is to leverage the time, technology and country-proven xbrl digital reporting standard to structure this information. whilst purely ai/ml-driven solutions may accomplish some of this digital structuring, the breadth and complexity of both quantitative and qualitative financial and esg disclosures require some human judgment and touch in the loop. inherent in the xbrl dna is metadata which provides traceability for each structured data point back to the source location, providing credibility and verifiability to the data.",Opportunity,positive
"Energize’s first fund deployed $165 million into 14 software-based companies serving the energy and critical infrastructure sectors. fund ii will focus on scaling and commercializing cutting-edge technologies and software across renewable energy, mobility, cybersecurity, battery storage, critical infrastructure, and climate resiliency.",Opportunity,positive
"Sara bogdan, director of sustainability and esg at jetblue, said:
“the call from our customers for more sustainable air travel has only gotten louder and louder. we are proud of our industry-leading commitments and actions but recognize reaching our aggressive goals will require the partnership and support of multiple stakeholders. with this new platform, customers are now able to measurably reduce the environmental impact of air travel, as well as join their voices with jetblue and our growing list of partners as we work and advocate for a more sustainable future of aviation.”",Opportunity,positive
"Toivo group plc and the european investment bank (eib) have signed a €60 million green loan to finance 19 development projects for high energy performance residential buildings. the agreement will support the construction of over 700 apartments in finland, mainly in the helsinki region but also in the tampere and turku regions",Opportunity,positive
"“we applaud superintendent carvalho and his team for creating a program that brings internet to the homes of los angeles unified students who aren’t connected with high-speed internet today,” said rhonda johnson, president, at&t california. “we know that learning doesn’t only happen in physical classrooms, so reliable connectivity at home is critical for students to thrive today and in the future. this collaborative effort is another example of how public-private partnerships can play a vital role in connecting our california communities.”",Opportunity,positive
"Once connected, at&t recognizes the importance of free digital education and mentoring tools that help families gain the skills needed to use the internet safely and effectively. that’s why at&t is offering free digital literacy courses and workshops together with the public library association and free online safety tips and tools through at&t screenready®. in addition, at&t has launched a digital learning platform for k-12 students called, the achievery, created by at&t, which features clips from some of the most well-loved films, tv shows and animated series paired with lessons and learning activities created by leading education nonprofit organizations. at&t employees are also helping by providing tutoring and mentoring to the students and families within the connected learning centers.",Opportunity,positive
"An uptake in high-profile data breaches and the exponential rise in digitization have redefined the dynamics in the cybersecurity industry. stakeholders have become cagey towards data management practices and cybersecurity vulnerabilities. lately, companies have started reporting on environmental, social and governance (esg) performance, largely spurred by public opinion, regulatory requirements and soaring demand from stakeholders. esg-focused businesses and organizational practices are expected to gain ground to maintain and achieve cyber resilience. with sectors such as fintech companies, oil and gas, financial services, public utilities and retail under immense pressure from the board of directors, investors and other stakeholders to be more transparent, industry players are expected to bank on sustainability.",Risk,positive
"In addition, verizon is launching 50 new verizon innovative learning labs in title i schools across the country this fall, bringing the total to 107 across 18 states, which will offer emerging technology with a student-facing, project based curriculum. in collaboration with non-profit partner heart of america and the j. orin edson entrepreneurship + innovation institute at arizona state university, the verizon innovative learning lab program provides students with access to robust, hands-on curriculum and learning tools such as virtual reality (vr) equipment, 3d printing stations, augmented reality (ar) apps and more in a custom-designed, state-of-the-art experiential learning environment. verizon plans to bring 5g technology to over 100 verizon innovative learning labs within title i schools across the country in the coming years.",Opportunity,positive
"Over 50 million tonnes of electronic goods are disposed of yearly, including rare earth minerals, gold, and copper. as a result, not only are valuable resources wasted, but this also causes an economic loss of about $62.5 billion annually. by introducing the “smart circle” as a new solution for recovery management, dhl provides its clients a full-on system of return, receive, recover, and reuse under one suite, by merging capabilities of dhl.",Opportunity,negative
"Sony electronics inc. working in partnership with the kōkua hawai’i foundation, eri – the nation’s leading recycler of electronics and cybersecurity-focused hardware destruction company – and t&n – hawaii’s leading e-waste collection company – are joining forces this weekend to provide hawaii residents with a convenient and free way to responsibly recycle unwanted consumer electronics. a direct result of the collaboration, the “3rs school recycling drive” will take place at waialae elementary school, in east honolulu.",Opportunity,positive
"Brands expect esg to drive a healthy work culture that promotes equity and diversity and recognizes and rewards contributions. companies advocating community impact and gender and multicultural representation have a high chance of propelling their market share. p&g alluded in its 2022 citizenship report that it had launched children’s safe drinking water (csdw) program to provide clean drinking water to communities, offering 20 billion liters of clean drinking water since 2004.",Opportunity,positive
"The u.n. estimates that global food prices have risen by almost one-third in the past year, fertilizer by more than half, and oil prices by almost two-thirds. as a result, according to u.n. figures, the number of severely food-insecure people has doubled in the past two years, from 135 million pre-pandemic to 276 million today. now, more than half a million people are experiencing famine conditions, according to the u.n., an increase of more than 500% since 2016.",Risk,negative
"Commercial fish stocks around the world are under great strain, with 90% of them either exploited to their maximum or overfished. at the same time, global demand is growing. re:ocean’s new “ocean-on-land” farming provides an alternative, scalable and sustainable new source. salmon will be farmed in 88 pools under monitored conditions, with clean water circulating, being purified and reused, in a closed cycle. this new technology creates an entirely clean water environment for the fish; allows full control, from eggs to finished product, with no emissions or contamination of rivers or seas. the project will also support the local economy and contribute to increasing regional employment.",Opportunity,positive
"This event has also hit us at a point where we’ve seen unresolved challenges from sustained high prices for agricultural commodities and fertilizers since late 2020. we’ve seen corn prices, for example, at well above $5 per bushel since early 2021—well over a year now.",Risk,negative
"Other goals unveiled as part of unilever’s new ambition include accelerating its target to halving food waste in its direct global operations from factory to shelf by 5 years 2025, doubling the number of products delivering positive nutrition globally by 2025, and lowering calorie, salt and sugar levels across the company’s food products.",Opportunity,positive
"The rules are set to come into effect on january 30. in the lawsuit, the ags contend that the rule “undermines key protections for retirement savings of 152 million workers—approximately two-thirds of the u.s. adult population and totaling $12 trillion in assets —in the name of promoting environmental, social, and governance (“esg”) factors in investing, including the biden administration’s stated desire to address climate change.”",Risk,negative
"In its proxy filing, the company stated: “beginning in 2021, an environmental, social, and governance modifier based on apple values and other key community initiatives will be incorporated into our annual cash incentive program. this change is intended to further motivate apple’s executive team to meet exceptionally high standards of values-driven leadership in addition to delivering strong financial results.”",Opportunity,positive
"In may 2021, president biden directed the department of labor to consider reversing trump-era rules, as part of an executive order directing federal government agencies to implement policies to act to mitigate climate-related financial risk and help safeguard investors’ savings and pensions from these risks. this led to the dol’s proposals at the end of last year.",Opportunity,positive
"The framework also incorporates changes to reflect emerging themes across the responsible investment landscape, including the introduction of new voluntary indicators focused on human rights. these changes reflect the priority areas highlighted by the pri in its 2021-2024 strategic plan.",Opportunity,positive
"Quite apart from the human misery associated with abusive working practices, forced labour, low rates of pay and associated poor safety conditions, there are significant penalties and legal responsibilities for companies trading in the modern economy. the uk’s modern slavery act has been in force for six years now, and leading companies recognise that this is a clear and unavoidable responsibility for them to check what is happening across the network of their supply chain. it needs their attention and action if they are not to be complicit in allowing modern slavery to prosper.",Opportunity,negative
"The new multilingual application was developed in response to challenges faced during social audits, including language barriers, lack of privacy and coverage of key social indicators, to identify forced labor.",Opportunity,positive
"One of the key focus areas of the g7 statement was the issue of forced labor in supply chains. the g7 leaders committed to work collectively, domestically, and with multilateral institutions to protect individuals from forced labour and to ensure that global supply chains are free from the use of forced labour, specifically highlighting state-sponsored forced labor of vulnerable groups and minorities, in the agricultural, solar and garment industries. a u.s. white house statement specifically pointed to “the main supply chains of concern in xinjiang.”",Opportunity,positive
"Global payment technology company mastercard announced today the launch of a new esg consulting practice. the new practice is being rolled out as part of an expansion of the company’s payments-focused consulting service, alongside new practices dedicated to open banking, open data, and crypto & digital currencies.",Opportunity,positive
"Global banking and financial services company hsbc announced today the launch of a climate solutions partnership with world resources institute (wri) and wwf, aimed at unlocking barriers to finance for companies and projects that tackle climate change, and to bring emerging climate solutions to commercial viability and scale.",Opportunity,positive
"Since its inception, eit innoenergy has invested more than €560 million in over 380 companies, and the company anticipates that its portfolio of startups will have an aggregated need for €160bn in extra financing over the next five years.",Opportunity,positive
"Jpmorgan chase announced the launch of a series of new initiatives, aimed at strengthening minority-owned and diverse-led financial institutions by providing additional access to capital, connections to institutional investors, specialty support for black-led commercial projects and mentorship and training opportunities.",Opportunity,positive
"S&p’s dividend aristocrats series focuses on companies that have consistently increased dividend payments on an annual basis over a period of time. the new sustainability-focused series measures the dividend yield-weighted performance of companies from each index’s underlying parent index that meet specific esg criteria and have followed a managed-dividends policy for a specified number of years. eligibility is determined utilizing s&p global’s esg scores, and through the application of additional screens and exclusions for companies involved in specific business activities, such as those not aligned with the principles of the un’s global compact, and those that are involved in esg controversies.",Opportunity,positive
"Dominion’s sustainability-linked credit facilities include a $6.0 billion master credit facility extended to 2026, and a $0.9 billion supplemental credit facility expiring in 2024. pricing on the master credit facility is linked to the achievement of annual renewable electric generation and diversity & inclusion milestones.  for the supplemental facility, the company is utilizing a first-of-its-kind structure with pricing benefits for draws related to qualified environmental and social spending programs.",Opportunity,positive
"Sustainability linked securities and financings are an emerging form of sustainable finance instruments, with attributes including interest payments tied to an issuer’s achievement of specific sustainability targets. the instruments have been gaining significant popularity by issuers and investors.",Opportunity,positive
"The organization is currently working a standard for accounting and reporting “facilitated emissions,” or those associated with capital markets transactions.",Opportunity,positive
"Rolls -royce announced that its power systems business unit has completed a successful test of its mtu series 4000 l64 engine running on 100% hydrogen fuel. according to the company, the successful test marks an important step towards meeting customer demands for more sustainable energy through the commercial introduction of hydrogen solutions.",Opportunity,positive
"Among the concerns raised by the cma’s investigation were claims made by companies into the environmental sustainability of their products, such as the use of recycled material, without providing information on the basis of the claims or to which products they refer.",Risk,negative
"Under the food & animals category, the company’s goals include increasing pounds of organic, local, and/or regeneratively grown/raised food used in its restaurants year over year. chipotle ended 2020 at 31 million pounds of local produce and has a goal of reaching 37 million pounds of local produce by the end of 2021.",Opportunity,positive
"Nespresso said that the new capsules are aimed at widening the sustainability choices for consumers, providing an alternative for those with access to composting. nespresso’s current capsules are made using 80% recycled aluminum, and the company offers over 100,000 aluminum capsule recycle collection points in 70 countries.",Opportunity,positive
"Uk fashion retailers asos, boohoo and george at asda are being investigated by the competition and markets authority (cma) over the eco-friendly and sustainability claims made about their fashion products, according to a statement released by the cma. the regulator stated that it “concerned about the way the firms’ products are being marketed to customers as eco-friendly.”",Risk,negative
